Day,Date,Time,Temperature,Humidity,Gas Level
5,2023-12-16,4,22.62,53.93,0.0
5,2023-12-16,5,22.37,54.73,0.0
5,2023-12-16,6,22.13,54.81,0.0
5,2023-12-16,7,21.86,54.77,0.0
5,2023-12-16,8,21.42,55.28,0.0
5,2023-12-16,9,21.41,55.37,0.0
5,2023-12-16,10,21.24,55.37,0.0
5,2023-12-16,11,20.9,55.86,0.0
5,2023-12-16,12,20.69,55.99,0.0
5,2023-12-16,13,20.44,56.31,0.0
5,2023-12-16,14,20.35,56.69,0.0
5,2023-12-16,15,21.24,56.46,0.0
5,2023-12-16,16,23.23,53.67,0.0
5,2023-12-16,17,24.86,52.15,0.0
5,2023-12-16,18,25.44,48.62,0.0
5,2023-12-16,19,24.88,51.23,0.0
5,2023-12-16,20,25.09,50.74,0.0
5,2023-12-16,21,24.77,51.55,0.0
5,2023-12-16,22,23.75,55.62,0.0
5,2023-12-16,23,23.59,56.31,0.0
6,2023-12-17,0,22.76,60.63,1.13
6,2023-12-17,1,22.97,59.64,1.82
6,2023-12-17,2,22.7,59.26,3.33
6,2023-12-17,3,22.61,59.02,4.16
6,2023-12-17,4,22.43,58.74,4.71
6,2023-12-17,5,22.13,58.6,5.11
6,2023-12-17,6,21.99,58.49,5.09
6,2023-12-17,7,21.5,58.09,4.12
6,2023-12-17,8,21.78,58.13,4.02
6,2023-12-17,9,22.8,56.9,3.49
6,2023-12-17,10,24.41,54.65,3.42
6,2023-12-17,11,24.51,55.12,3.0
6,2023-12-17,12,25.13,53.84,6.44
6,2023-12-17,13,25.4,52.5,10.37
6,2023-12-17,14,25.68,49.3,11.34
6,2023-12-17,15,25.85,47.89,19.68
6,2023-12-17,16,25.8,51.12,18.45
6,2023-12-17,17,25.11,54.74,6.46
6,2023-12-17,18,25.28,54.87,2.06
6,2023-12-17,19,25.35,55.29,1.8
6,2023-12-17,20,24.92,56.66,1.3
6,2023-12-17,21,24.68,55.12,0.74
6,2023-12-17,22,24.25,53.31,0.0
6,2023-12-17,23,23.8,58.63,4.8
7,2023-12-18,0,22.49,60.84,0.0
7,2023-12-18,1,22.2,61.1,0.0
7,2023-12-18,2,21.93,61.04,0.0
7,2023-12-18,3,21.68,60.86,0.0
7,2023-12-18,4,21.34,60.51,0.0
7,2023-12-18,5,21.03,60.7,0.0
7,2023-12-18,6,21.06,60.55,0.0
7,2023-12-18,7,20.73,61.02,0.0
7,2023-12-18,8,21.0,62.19,0.0
7,2023-12-18,9,22.97,60.88,0.0
7,2023-12-18,10,24.8,57.54,0.0
7,2023-12-18,11,25.02,56.34,0.0
7,2023-12-18,12,25.68,49.83,0.0
7,2023-12-18,13,25.56,48.56,0.0
7,2023-12-18,14,26.0,45.88,0.0
7,2023-12-18,15,25.96,45.13,0.0
7,2023-12-18,16,22.64,59.48,0.0
7,2023-12-18,17,22.4,59.93,0.0
7,2023-12-18,18,22.19,60.3,0.0
7,2023-12-18,19,21.98,60.06,0.0
7,2023-12-18,20,21.76,59.88,0.0
7,2023-12-18,21,22.24,59.88,0.0
7,2023-12-18,22,23.53,59.04,0.0
7,2023-12-18,23,22.99,59.87,0.0
8,2023-12-19,0,22.64,59.32,0.0
8,2023-12-19,1,22.8,59.27,0.0
8,2023-12-19,2,22.6,60.8,0.0
8,2023-12-19,3,22.76,60.69,0.0
8,2023-12-19,4,22.87,58.84,0.0
8,2023-12-19,5,22.61,58.44,0.0
8,2023-12-19,6,22.31,59.2,0.0
8,2023-12-19,7,22.56,58.39,0.0
8,2023-12-19,8,22.26,58.2,0.0
8,2023-12-19,9,22.06,58.28,0.0
8,2023-12-19,10,21.87,58.83,0.0
8,2023-12-19,11,21.78,58.99,0.0
8,2023-12-19,12,21.67,59.4,0.0
8,2023-12-19,13,21.55,59.11,0.0
8,2023-12-19,14,21.44,59.25,0.0
8,2023-12-19,15,21.2,59.35,0.0
8,2023-12-19,16,23.23,56.21,0.0
8,2023-12-19,17,23.29,56.16,0.0
8,2023-12-19,18,23.19,56.57,0.0
8,2023-12-19,19,22.99,56.99,0.0
8,2023-12-19,20,22.91,57.13,0.0
8,2023-12-19,21,22.72,57.33,0.0
8,2023-12-19,22,22.45,58.32,0.0
8,2023-12-19,23,22.31,59.83,0.0
9,2023-12-13,0,21.9,53.14,0.0
9,2023-12-13,1,21.53,54.32,0.0
9,2023-12-13,2,21.1,54.32,0.0
9,2023-12-13,3,20.77,54.5,0.0
9,2023-12-13,4,20.57,54.95,0.0
9,2023-12-13,5,20.51,55.09,0.0
9,2023-12-13,6,20.28,55.3,0.0
9,2023-12-13,7,20.13,55.05,0.0
9,2023-12-13,8,19.8,55.61,0.0
9,2023-12-13,9,19.96,56.49,0.0
9,2023-12-13,10,20.94,54.69,0.0
9,2023-12-13,11,21.98,53.67,0.0
9,2023-12-13,12,22.5,54.18,0.0
9,2023-12-13,13,23.26,53.04,0.0
9,2023-12-13,14,23.89,51.58,0.0
9,2023-12-13,15,24.2,49.87,0.0
9,2023-12-13,16,25.62,38.75,0.0
9,2023-12-13,17,25.14,38.93,0.0
9,2023-12-13,18,24.09,44.39,0.0
9,2023-12-13,19,23.41,48.53,0.0
9,2023-12-13,20,23.24,48.48,0.0
9,2023-12-13,21,22.76,50.34,0.0
9,2023-12-13,22,22.34,51.8,0.0
9,2023-12-13,23,22.11,52.21,0.0
10,2023-12-21,0,22.64,59.32,0.0
10,2023-12-21,1,22.8,59.27,0.0
10,2023-12-21,2,22.6,60.8,0.0
10,2023-12-21,3,22.76,60.69,0.0
10,2023-12-21,4,22.87,58.84,0.0
10,2023-12-21,5,22.61,58.44,0.0
10,2023-12-21,6,22.31,59.2,0.0
10,2023-12-21,7,22.56,58.39,0.0
10,2023-12-21,8,22.26,58.2,0.0
10,2023-12-21,9,22.06,58.28,0.0
10,2023-12-21,10,21.87,58.83,0.0
10,2023-12-21,11,21.78,58.99,0.0
10,2023-12-21,12,21.67,59.4,0.0
10,2023-12-21,13,21.55,59.11,0.0
10,2023-12-21,14,21.44,59.25,0.0
10,2023-12-21,15,21.2,59.35,0.0
10,2023-12-21,16,23.23,56.21,0.0
10,2023-12-21,17,23.29,56.16,0.0
10,2023-12-21,18,23.19,56.57,0.0
10,2023-12-21,19,22.99,56.99,0.0
10,2023-12-21,20,22.91,57.13,0.0
10,2023-12-21,21,22.72,57.33,0.0
10,2023-12-21,22,22.45,58.32,0.0
10,2023-12-21,23,22.31,59.83,0.0


