Day,Date,Time,Temperature,Humidity,Gas Level
6,2023-12-17,6,21.99,58.49,25.27089526343093
6,2023-12-17,7,21.5,58.09,10.50939485552412
6,2023-12-17,8,21.78,58.13,17.537430034771226
6,2023-12-17,9,22.8,56.9,12.744547482048478
6,2023-12-17,10,24.41,54.65,17.803953317156648
6,2023-12-17,11,24.51,55.12,12.018910109565473
6,2023-12-17,12,25.13,53.84,12.11089592041703
6,2023-12-17,13,25.4,52.5,13.09640149995583
6,2023-12-17,14,25.68,49.3,14.841841436541566
6,2023-12-17,15,25.85,47.89,21.390070503474007
6,2023-12-17,16,25.8,51.12,25.089208914145765
6,2023-12-17,17,25.11,54.74,19.107683571635
6,2023-12-17,18,25.28,54.87,22.806067118344778
6,2023-12-17,19,25.35,55.29,14.26052085307759
6,2023-12-17,20,24.92,56.66,18.360345521109895
6,2023-12-17,21,24.68,55.12,24.089074358006684
6,2023-12-17,22,24.25,53.31,21.36702159891756
6,2023-12-17,23,23.8,58.63,24.497578765660155
7,2023-12-18,0,22.49,60.84,14.163782419711731
7,2023-12-18,1,22.2,61.1,20.168283790495053
7,2023-12-18,2,21.93,61.04,12.348909345847412
7,2023-12-18,3,21.68,60.86,19.65331645848292
7,2023-12-18,4,21.34,60.51,14.562392976353829
7,2023-12-18,5,21.03,60.7,17.806735840485466
7,2023-12-18,6,21.06,60.55,25.851295865173995
7,2023-12-18,7,20.73,61.02,25.405666174133223
7,2023-12-18,8,21.0,62.19,15.973337563411153
7,2023-12-18,9,22.97,60.88,17.871177816043726
7,2023-12-18,10,24.8,57.54,17.116998120717412
7,2023-12-18,11,25.02,56.34,15.371598518379674
7,2023-12-18,12,25.68,49.83,13.115074637076516
7,2023-12-18,13,25.56,48.56,15.147499198519782
7,2023-12-18,14,26.0,45.88,11.208708825509593
7,2023-12-18,15,25.96,45.13,11.60839386385993
7,2023-12-18,16,22.64,59.48,23.04025191968493
7,2023-12-18,17,22.4,59.93,21.738039618188985
7,2023-12-18,18,22.19,60.3,19.549466519958408
7,2023-12-18,19,21.98,60.06,12.672352590007746
7,2023-12-18,20,21.76,59.88,17.166582911147955
7,2023-12-18,21,22.24,59.88,12.337254829435265
7,2023-12-18,22,23.53,59.04,11.437028829171414
7,2023-12-18,23,22.99,59.87,12.87083146368544
8,2023-12-19,0,22.64,59.32,19.847813858102153
8,2023-12-19,1,22.8,59.27,20.23859054656719
8,2023-12-19,2,22.6,60.8,19.705818814243255
8,2023-12-19,3,22.76,60.69,14.456410190645252
8,2023-12-19,4,22.87,58.84,17.396260717620656
8,2023-12-19,5,22.61,58.44,25.096932430462353
8,2023-12-19,6,22.31,59.2,20.05546073615904
8,2023-12-19,7,22.56,58.39,16.85668072837567
8,2023-12-19,8,22.26,58.2,17.74838772562179
8,2023-12-19,9,22.06,58.28,25.564582190430553
8,2023-12-19,10,21.87,58.83,25.211427246599992
8,2023-12-19,11,21.78,58.99,18.06700059786098
8,2023-12-19,12,21.67,59.4,18.28454096988927
8,2023-12-19,13,21.55,59.11,22.024831996457543
8,2023-12-19,14,21.44,59.25,17.639518580424596
8,2023-12-19,15,21.2,59.35,12.231939682226404
8,2023-12-19,16,23.23,56.21,19.723617170199162
8,2023-12-19,17,23.29,56.16,17.69529582571327
8,2023-12-19,18,23.19,56.57,24.16226747486375
8,2023-12-19,19,22.99,56.99,15.204647383787997
8,2023-12-19,20,22.91,57.13,10.316285849442002
8,2023-12-19,21,22.72,57.33,14.910960964109815
8,2023-12-19,22,22.45,58.32,15.57916986465227
8,2023-12-19,23,22.31,59.83,25.025718450499248
9,2023-12-13,0,21.9,53.14,20.005481501934728
9,2023-12-13,1,21.53,54.32,24.216397343540965
9,2023-12-13,2,21.1,54.32,24.874101035476272
9,2023-12-13,3,20.77,54.5,18.80245652452379
9,2023-12-13,4,20.57,54.95,23.908936397300664
9,2023-12-13,5,20.51,55.09,24.155502551977914
9,2023-12-13,6,20.28,55.3,21.195206430600777
9,2023-12-13,7,20.13,55.05,21.29911177616904
9,2023-12-13,8,19.8,55.61,20.56254363649026
9,2023-12-13,9,19.96,56.49,25.51983474614395
9,2023-12-13,10,20.94,54.69,23.15506247603356
9,2023-12-13,11,21.98,53.67,10.196363965485402
9,2023-12-13,12,22.5,54.18,11.410960953107885
9,2023-12-13,13,23.26,53.04,19.551480343294713
9,2023-12-13,14,23.89,51.58,13.452792273104688
9,2023-12-13,15,24.2,49.87,25.634089301381014
9,2023-12-13,16,25.62,38.75,25.207784714276954
9,2023-12-13,17,25.14,38.93,17.05246391094625
9,2023-12-13,18,24.09,44.39,12.984294235098837
9,2023-12-13,19,23.41,48.53,12.89662481749588
9,2023-12-13,20,23.24,48.48,17.68048234161401
9,2023-12-13,21,22.76,50.34,11.48470583809968
9,2023-12-13,22,22.34,51.8,23.761788746295405
9,2023-12-13,23,22.11,52.21,11.265217721774254
10,2023-12-21,0,22.64,59.32,20.59367266849071
10,2023-12-21,1,22.8,59.27,16.96836613965118
10,2023-12-21,2,22.6,60.8,14.372594747697896
10,2023-12-21,3,22.76,60.69,21.731807575163458
10,2023-12-21,4,22.87,58.84,25.850280343746356
10,2023-12-21,5,22.61,58.44,11.269941261065238
10,2023-12-21,6,22.31,59.2,10.901013339507493
10,2023-12-21,7,22.56,58.39,24.728812581426222
10,2023-12-21,8,22.26,58.2,21.520072256978487
10,2023-12-21,9,22.06,58.28,12.689665838348471
10,2023-12-21,10,21.87,58.83,15.80050038947697
10,2023-12-21,11,21.78,58.99,19.445381513766513
10,2023-12-21,12,21.67,59.4,10.272310920891755
10,2023-12-21,13,21.55,59.11,21.908284774173705
10,2023-12-21,14,21.44,59.25,12.603956469711214
10,2023-12-21,15,21.2,59.35,25.243956832917178
10,2023-12-21,16,23.23,56.21,18.635022297575393
10,2023-12-21,17,23.29,56.16,23.88484304740196
10,2023-12-21,18,23.19,56.57,20.45805144837444
10,2023-12-21,19,22.99,56.99,15.45960270896303
10,2023-12-21,20,22.91,57.13,16.862103904608077
10,2023-12-21,21,22.72,57.33,15.6225554390424
10,2023-12-21,22,22.45,58.32,25.848130382925323
10,2023-12-21,23,22.31,59.83,16.217492221196093
