Time,Temperature,Humidity,Gas Level,Day
1:22,23.2,56,0,1
1:23,23.15,56,0,1
1:24,23.12,56,0,1
1:25,23.12,56,0,1
1:26,23.08,56,0,1
1:27,23.05,56.17,0,1
1:28,23.02,56.33,0,1
1:29,23.02,56,0,1
1:30,22.97,56.17,0,1
1:31,22.97,56.17,0,1
1:32,22.98,56.17,0,1
1:33,22.98,56.17,0,1
1:34,22.95,56.17,0,1
1:35,22.95,56.17,0,1
1:36,22.95,56.17,0,1
1:37,22.95,56.33,0,1
1:38,22.97,56.33,0,1
1:39,23.05,56.17,0,1
1:40,23.05,56,0,1
1:41,23.13,56,0,1
1:42,23.12,55.83,0,1
1:43,23.08,56,0,1
1:44,23.08,56,0,1
1:45,23.13,56.17,0,1
1:46,23.17,56,0,1
1:47,23.2,56,0,1
1:48,23.15,56.17,0,1
1:49,23.15,56.17,0,1
1:50,23.12,56.17,0,1
1:51,23.03,56,0,1
1:52,23.03,56.17,0,1
1:53,23.03,56.33,0,1
1:54,22.98,56.67,0,1
1:55,22.88,56.83,0,1
1:56,22.88,57,0,1
1:57,22.87,57,0,1
1:58,22.83,57,0,1
1:59,22.85,57.17,0,1
2:00,22.85,56.83,0,1
2:01,22.88,56.67,0,1
2:02,22.93,56.67,0,1
2:03,22.87,56.67,0,1
2:04,22.88,56.67,0,1
2:05,22.92,56.83,0,1
2:06,22.88,56.83,0,1
2:07,22.88,56.83,0,1
2:08,22.83,56.83,0,1
2:09,22.93,56.83,0,1
2:10,22.95,56.83,0,1
2:11,23,56.83,0,1
2:12,23.02,56.83,0,1
2:13,23,56.33,0,1
2:14,22.98,56.33,0,1
2:15,23.07,56.33,0,1
2:16,23.07,56.33,0,1
2:17,23.1,56.33,0,1
2:18,23.1,56.17,0,1
2:19,23.13,55.67,0,1
2:20,23.1,55.83,0,1
2:21,23.07,55.83,0,1
2:22,23.08,55.83,0,1
2:23,23.12,55.83,0,1
2:24,23.08,55.83,0,1
2:25,23.12,55.83,0,1
2:26,23.08,55.83,0,1
2:27,23.1,55.83,0,1
2:28,23.12,55.83,0,1
2:29,23.15,55.67,0,1
2:30,23.13,55.67,0,1
2:31,23.15,55.5,0,1
2:32,23.13,55.5,0,1
2:33,23.1,55.5,0,1
2:34,23.1,55.5,0,1
2:35,23.05,55.5,0,1
2:36,23.07,55.5,0,1
2:37,23.05,55.5,0,1
2:38,23.07,55.5,0,1
2:39,22.98,55.5,0,1
2:40,22.97,55.67,0,1
2:41,22.97,55.67,0,1
2:42,22.97,55.67,0,1
2:43,22.98,55.83,0,1
2:44,22.98,55.83,0,1
2:45,22.97,55.67,0,1
2:46,22.97,55.67,0,1
2:47,22.93,55.67,0,1
2:48,22.95,55.67,0,1
2:49,22.92,55.5,0,1
2:50,22.93,55.5,0,1
2:51,22.9,55.67,0,1
2:52,22.88,55.67,0,1
2:53,22.95,55.67,0,1
2:54,22.97,55.67,0,1
2:55,22.93,55.5,0,1
2:56,22.92,55.5,0,1
2:57,22.97,55.5,0,1
2:58,22.98,55.5,0,1
2:59,23.02,55.67,0,1
3:00,23.02,55.67,0,1
3:01,23,55.33,0,1
3:02,22.97,55.33,0,1
3:03,22.98,55.33,0,1
3:04,23,55.33,0,1
3:05,23,55.33,0,1
3:06,22.98,55.5,0,1
3:07,22.97,55.5,0,1
3:08,22.97,55.5,0,1
3:09,22.93,55.5,0,1
3:10,22.93,55.5,0,1
3:11,22.97,55.17,0,1
3:12,22.97,55.17,0,1
3:13,22.95,55.5,0,1
3:14,22.95,55.5,0,1
3:15,22.87,55.67,0,1
3:16,22.95,55.5,0,1
3:17,22.95,55.33,0,1
3:18,22.98,55.33,0,1
3:19,22.95,55.17,0,1
3:20,22.95,55.17,0,1
3:21,22.98,55.17,0,1
3:22,22.98,55.17,0,1
3:23,22.93,55.33,0,1
3:24,22.95,55.33,0,1
3:25,22.93,55,0,1
3:26,22.9,55,0,1
3:27,22.93,55.33,0,1
3:28,22.92,55.33,0,1
3:29,22.85,55.33,0,1
3:30,22.85,55.33,0,1
3:31,22.9,55.67,0,1
3:32,22.9,55.67,0,1
3:33,22.95,55.67,0,1
3:34,22.93,55.67,0,1
3:35,22.87,55.5,0,1
3:36,22.88,55.5,0,1
3:37,22.88,55.67,0,1
3:38,22.87,55.67,0,1
3:39,22.87,55.5,0,1
3:40,22.88,55.5,0,1
3:41,22.85,55.5,0,1
3:42,22.85,55.5,0,1
3:43,22.85,55.5,0,1
3:44,22.9,55.5,0,1
3:45,22.87,55.5,0,1
3:46,22.85,55.5,0,1
3:47,22.88,55.5,0,1
3:48,22.88,55.5,0,1
3:49,22.88,55.5,0,1
3:50,22.88,55.5,0,1
3:51,22.85,55.5,0,1
3:52,22.83,55.67,0,1
3:53,22.85,55.5,0,1
3:54,22.85,55.5,0,1
3:55,22.82,55.5,0,1
3:56,22.83,55.5,0,1
3:57,22.92,55.33,0,1
3:58,22.92,55.33,0,1
3:59,22.85,55.5,0,1
4:00,22.85,55.33,0,1
4:01,22.82,55.5,0,1
4:02,22.85,55.5,0,1
4:03,22.8,55.33,0,1
4:04,22.8,55.33,0,1
4:05,22.85,55.33,0,1
4:06,22.87,55.33,0,1
4:07,22.87,55.33,0,1
4:08,22.87,55.33,0,1
4:09,22.83,55.33,0,1
4:10,22.85,55.33,0,1
4:11,22.8,55.33,0,1
4:12,22.82,55.33,0,1
4:13,22.85,55.17,0,1
4:14,22.85,55.33,0,1
4:15,22.82,55.17,0,1
4:16,22.83,55.17,0,1
4:17,22.83,55.33,0,1
4:18,22.82,55.33,0,1
4:19,22.77,55.33,0,1
4:20,22.78,55.33,0,1
4:21,22.78,55.33,0,1
4:22,22.77,55.33,0,1
4:23,22.75,55.33,0,1
4:24,22.75,55.33,0,1
4:25,22.72,55.33,0,1
4:26,22.73,55.5,0,1
4:27,22.63,55.33,0,1
4:28,22.63,55.33,0,1
4:29,22.63,55.5,0,1
4:30,22.62,55.5,0,1
4:31,22.65,55.5,0,1
4:32,22.65,55.5,0,1
4:33,22.62,55.5,0,1
4:34,22.62,55.5,0,1
4:35,22.62,55.5,0,1
4:36,22.62,55.5,0,1
4:37,22.58,55.67,0,1
4:38,22.58,55.67,0,1
4:39,22.57,55.5,0,1
4:40,22.57,55.5,0,1
4:41,22.57,55.83,0,1
4:42,22.57,55.83,0,1
4:43,22.57,56,0,1
4:44,22.57,56,0,1
4:45,22.52,55.67,0,1
4:46,22.6,55.83,0,1
4:47,22.63,55.33,0,1
4:48,22.62,55.33,0,1
4:49,22.57,55.5,0,1
4:50,22.55,55.5,0,1
4:51,22.6,55.33,0,1
4:52,22.58,55.33,0,1
4:53,22.57,55.5,0,1
4:54,22.57,55.5,0,1
4:55,22.57,55.5,0,1
4:56,22.55,55.5,0,1
4:57,22.53,55.5,0,1
4:58,22.58,55.5,0,1
4:59,22.57,55.33,0,1
5:00,22.57,55.33,0,1
5:01,22.55,55.17,0,1
5:02,22.53,55.17,0,1
5:03,22.53,55.5,0,1
5:04,22.55,55.67,0,1
5:05,22.53,55.33,0,1
5:06,22.55,55.5,0,1
5:07,22.57,55.33,0,1
5:08,22.57,55.33,0,1
5:09,22.55,55.33,0,1
5:10,22.57,55.33,0,1
5:11,22.5,55.5,0,1
5:12,22.52,55.5,0,1
5:13,22.53,55.67,0,1
5:14,22.53,55.67,0,1
5:15,22.52,55.33,0,1
5:16,22.52,55.33,0,1
5:17,22.55,55.17,0,1
5:18,22.52,55.17,0,1
5:19,22.53,55.17,0,1
5:20,22.55,55.17,0,1
5:21,22.53,55.17,0,1
5:22,22.53,55.33,0,1
5:23,22.52,55.33,0,1
5:24,22.53,55.5,0,1
5:25,22.57,55.17,0,1
5:26,22.57,55.17,0,1
5:27,22.58,55,0,1
5:28,22.58,55,0,1
5:29,22.55,55.33,0,1
5:30,22.57,55.33,0,1
5:31,22.55,55.17,0,1
5:32,22.58,55.17,0,1
5:33,22.52,54.83,0,1
5:34,22.6,54.83,0,1
5:35,22.52,55,0,1
5:36,22.52,55,0,1
5:37,22.5,55,0,1
5:38,22.48,55,0,1
5:39,22.5,55.17,0,1
5:40,22.53,55.17,0,1
5:41,22.47,55.17,0,1
5:42,22.48,55.17,0,1
5:43,22.53,55.33,0,1
5:44,22.53,55.33,0,1
5:45,22.48,55.33,0,1
5:46,22.45,55.33,0,1
5:47,22.47,55.33,0,1
5:48,22.45,55.33,0,1
5:49,22.52,55.33,0,1
5:50,22.52,55.33,0,1
5:51,22.47,55.33,0,1
5:52,22.48,55.33,0,1
5:53,22.48,55.5,0,1
5:54,22.5,55.67,0,1
5:55,22.45,55.67,0,1
5:56,22.45,55.5,0,1
5:57,22.47,55.33,0,1
5:58,22.47,55.5,0,1
5:59,22.47,55.33,0,1
6:00,22.5,55.33,0,1
6:01,22.48,55.33,0,1
6:02,22.52,55.33,0,1
6:03,22.5,55.5,0,1
6:04,22.5,55.5,0,1
6:05,22.45,55.5,0,1
6:06,22.42,55.5,0,1
6:07,22.5,55.33,0,1
6:08,22.52,55.33,0,1
6:09,22.47,55.5,0,1
6:10,22.45,55.5,0,1
6:11,22.47,55.5,0,1
6:12,22.45,55.5,0,1
6:13,22.47,55.5,0,1
6:14,22.45,55.5,0,1
6:15,22.47,55.5,0,1
6:16,22.45,55.5,0,1
6:17,22.48,55.5,0,1
6:18,22.47,55.5,0,1
6:19,22.48,55.5,0,1
6:20,22.48,55.5,0,1
6:21,22.45,55.5,0,1
6:22,22.47,55.67,0,1
6:23,22.48,55.17,0,1
6:24,22.48,55.17,0,1
6:25,22.47,55.17,0,1
6:26,22.5,55.17,0,1
6:27,22.5,55.17,0,1
6:28,22.5,55.17,0,1
6:29,22.5,55.17,0,1
6:30,22.48,55.17,0,1
6:31,22.48,55.17,0,1
6:32,22.43,55.17,0,1
6:33,22.52,55,0,1
6:34,22.47,55,0,1
6:35,22.52,55.17,0,1
6:36,22.53,55.17,0,1
6:37,22.45,55.17,0,1
6:38,22.43,55.17,0,1
6:39,22.45,55.5,0,1
6:40,22.45,55.5,0,1
6:41,22.42,55.33,0,1
6:42,22.42,55.33,0,1
6:43,22.42,55.33,0,1
6:44,22.42,55.33,0,1
6:45,22.4,55.5,0,1
6:46,22.4,55.5,0,1
6:47,22.4,55.5,0,1
6:48,22.4,55.5,0,1
6:49,22.37,55.5,0,1
6:50,22.37,55.5,0,1
6:51,22.33,55.5,0,1
6:52,22.33,55.5,0,1
6:53,22.33,55.33,0,1
6:54,22.32,55.33,0,1
6:55,22.3,55.33,0,1
6:56,22.27,55.33,0,1
6:57,22.28,55.33,0,1
6:58,22.28,55.33,0,1
6:59,22.32,55.33,0,1
7:00,22.3,55.33,0,1
7:01,22.32,55.17,0,1
7:02,22.32,55.17,0,1
7:03,22.28,55.17,0,1
7:04,22.32,55.17,0,1
7:05,22.32,54.83,0,1
7:06,22.32,54.83,0,1
7:07,22.3,55,0,1
7:08,22.3,55,0,1
7:09,22.28,55,0,1
7:10,22.28,55,0,1
7:11,22.28,55.33,0,1
7:12,22.28,55.33,0,1
7:13,22.32,55,0,1
7:14,22.33,55,0,1
7:15,22.32,55.17,0,1
7:16,22.32,55.17,0,1
7:17,22.28,55.17,0,1
7:18,22.33,55.17,0,1
7:19,22.35,55,0,1
7:20,22.33,55,0,1
7:21,22.33,55,0,1
7:22,22.33,55,0,1
7:23,22.33,54.83,0,1
7:24,22.37,54.83,0,1
7:25,22.32,54.83,0,1
7:26,22.33,55,0,1
7:27,22.28,55.17,0,1
7:28,22.27,55.17,0,1
7:29,22.25,55.33,0,1
7:30,22.25,55.33,0,1
7:31,22.28,55.17,0,1
7:32,22.23,55,0,1
7:33,22.28,55.17,0,1
7:34,22.28,55.17,0,1
7:35,22.3,55.17,0,1
7:36,22.3,55.17,0,1
7:37,22.3,55.17,0,1
7:38,22.3,55.17,0,1
7:39,22.32,55,0,1
7:40,22.32,55,0,1
7:41,22.3,55,0,1
7:42,22.32,55,0,1
7:43,22.28,54.83,0,1
7:44,22.27,54.83,0,1
7:45,22.33,54.83,0,1
7:46,22.33,54.83,0,1
7:47,22.27,54.83,0,1
7:48,22.27,54.83,0,1
7:49,22.28,54.83,0,1
7:50,22.28,54.83,0,1
7:51,22.28,54.83,0,1
7:52,22.27,54.83,0,1
7:53,22.27,54.67,0,1
7:54,22.27,54.67,0,1
7:55,22.2,54.5,0,1
7:56,22.2,54.5,0,1
7:57,22.17,54.67,0,1
7:58,22.17,54.67,0,1
7:59,22.18,55,0,1
8:00,22.17,55,0,1
8:01,22.18,55,0,1
8:02,22.17,55,0,1
8:03,22.13,55,0,1
8:04,22.17,55,0,1
8:05,22.15,54.83,0,1
8:06,22.12,54.83,0,1
8:07,22.13,54.83,0,1
8:08,22.13,54.83,0,1
8:09,22.13,55,0,1
8:10,22.13,55,0,1
8:11,22.1,55,0,1
8:12,22.12,55,0,1
8:13,22.12,55,0,1
8:14,22.17,54.83,0,1
8:15,22.2,54.83,0,1
8:16,22.2,54.83,0,1
8:17,22.2,54.67,0,1
8:18,22.2,54.67,0,1
8:19,22.2,54.5,0,1
8:20,22.2,54.5,0,1
8:21,22.22,54.67,0,1
8:22,22.22,54.67,0,1
8:23,22.18,54.67,0,1
8:24,22.18,54.67,0,1
8:25,22.22,54.83,0,1
8:26,22.22,54.83,0,1
8:27,22.17,54.5,0,1
8:28,22.17,54.5,0,1
8:29,22.2,54.5,0,1
8:30,22.2,54.5,0,1
8:31,22.2,54.5,0,1
8:32,22.2,54.5,0,1
8:33,22.22,54.5,0,1
8:34,22.22,54.5,0,1
8:35,22.2,54.5,0,1
8:36,22.18,54.5,0,1
8:37,22.22,54.33,0,1
8:38,22.22,54.17,0,1
8:39,22.23,54.17,0,1
8:40,22.22,54.17,0,1
8:41,22.18,54.17,0,1
8:42,22.2,54.17,0,1
8:43,22.18,54.17,0,1
8:44,22.17,54.17,0,1
8:45,22.23,54.17,0,1
8:46,22.25,54.17,0,1
8:47,22.28,54,0,1
8:48,22.25,54,0,1
8:49,22.22,54.17,0,1
8:50,22.23,54.17,0,1
8:51,22.22,54.33,0,1
8:52,22.2,54.33,0,1
8:53,22.17,54.17,0,1
8:54,22.18,54.17,0,1
8:55,22.2,54.17,0,1
8:56,22.18,54.17,0,1
8:57,22.15,54.17,0,1
8:58,22.18,54.17,0,1
8:59,22.2,54.17,0,1
9:00,22.2,54.17,0,1
9:01,22.18,54.17,0,1
9:02,22.17,54.17,0,1
9:03,22.1,54.17,0,1
9:04,22.08,54.33,0,1
9:05,22.12,54.33,0,1
9:06,22.1,54.33,0,1
9:07,22.1,54.17,0,1
9:08,22.12,54.17,0,1
9:09,22.08,54.33,0,1
9:10,22.08,54.17,0,1
9:11,22.05,54.33,0,1
9:12,22,54.33,0,1
9:13,22.03,54.33,0,1
9:14,22.08,54.33,0,1
9:15,22.03,54.5,0,1
9:16,22.03,54.5,0,1
9:17,22.07,54,0,1
9:18,22.07,54,0,1
9:19,22.08,54,0,1
9:20,22.05,54,0,1
9:21,22.07,54.33,0,1
9:22,22.07,54.33,0,1
9:23,22.07,54,0,1
9:24,22.05,54,0,1
9:25,22.05,54,0,1
9:26,22.03,54,0,1
9:27,22.05,54,0,1
9:28,22.05,54,0,1
9:29,22.02,54,0,1
9:30,22.02,54,0,1
9:31,22.02,54,0,1
9:32,22,54,0,1
9:33,22.03,53.83,0,1
9:34,22.05,53.83,0,1
9:35,22.02,53.67,0,1
9:36,22,53.67,0,1
9:37,22.02,54,0,1
9:38,22.03,54,0,1
9:39,22,53.83,0,1
9:40,22,54,0,1
9:41,22.02,54,0,1
9:42,22.02,53.5,0,1
9:43,22.03,53.67,0,1
9:44,22.03,53.67,0,1
9:45,21.98,53.67,0,1
9:46,21.98,53.67,0,1
9:47,22.02,53.33,0,1
9:48,21.98,53.17,0,1
9:49,21.92,53.33,0,1
9:50,21.92,53.33,0,1
9:51,21.95,53.33,0,1
9:52,21.97,53.33,0,1
9:53,21.95,53.33,0,1
9:54,21.95,53.33,0,1
9:55,21.98,53.33,0,1
9:56,21.98,53.33,0,1
9:57,21.98,53.33,0,1
9:58,22.02,53.33,0,1
9:59,22.02,53.17,0,1
10:00,22.02,53.33,0,1
10:01,22.07,53.33,0,1
10:02,22.07,53.33,0,1
10:03,22.13,53.5,0,1
10:04,22.13,53.17,0,1
10:05,22.12,53.33,0,1
10:06,22.12,53.5,0,1
10:07,22.1,53.33,0,1
10:08,22.12,53.33,0,1
10:09,22.08,53.33,0,1
10:10,22.13,53.33,0,1
10:11,22.1,53.33,0,1
10:12,22.1,53.33,0,1
10:13,22.08,53.33,0,1
10:14,22.08,53.33,0,1
10:15,22.05,53.67,0,1
10:16,22.07,53.67,0,1
10:17,22.08,53.67,0,1
10:18,22.08,53.67,0,1
10:19,22.07,53.5,0,1
10:20,22.02,53.5,0,1
10:21,22.08,53.67,0,1
10:22,22.08,53.67,0,1
10:23,22.05,53.67,0,1
10:24,22.05,53.67,0,1
10:25,22.07,53.67,0,1
10:26,22.07,53.67,0,1
10:27,22.12,53.67,0,1
10:28,22.13,53.67,0,1
10:29,22.08,53.67,0,1
10:30,22.07,53.67,0,1
10:31,22.08,53.67,0,1
10:32,22.1,53.67,0,1
10:33,22.08,53.67,0,1
10:34,22.08,53.67,0,1
10:35,22.12,53.67,0,1
10:36,22.13,53.67,0,1
10:37,22.12,53.67,0,1
10:38,22.12,53.67,0,1
10:39,22.08,53.67,0,1
10:40,22.08,53.67,0,1
10:41,22.03,53.67,0,1
10:42,22.03,53.67,0,1
10:43,22.03,53.5,0,1
10:44,22.02,53.5,0,1
10:45,22.02,53.5,0,1
10:46,22.03,53.5,0,1
10:47,22,53.67,0,1
10:48,22,53.67,0,1
10:49,21.87,53.67,0,1
10:50,21.87,53.67,0,1
10:51,21.82,53.83,0,1
10:52,21.82,54.17,0,1
10:53,21.8,54.33,0,1
10:54,21.77,54.33,0,1
10:55,21.78,54.33,0,1
10:56,21.8,54.33,0,1
10:57,21.83,54.33,0,1
10:58,21.83,54.33,0,1
10:59,21.78,54.33,0,1
11:00,21.78,54.5,0,1
11:01,21.77,54.33,0,1
11:02,21.77,54.33,0,1
11:03,21.82,54.17,0,1
11:04,21.8,54.17,0,1
11:05,21.78,54.17,0,1
11:06,21.77,54.17,0,1
11:07,21.77,54.17,0,1
11:08,21.77,54,0,1
11:09,21.73,54,0,1
11:10,21.75,54,0,1
11:11,21.78,53.83,0,1
11:12,21.77,53.83,0,1
11:13,21.8,54.17,0,1
11:14,21.82,54.17,0,1
11:15,21.75,53.83,0,1
11:16,21.78,54,0,1
11:17,21.8,54,0,1
11:18,21.8,54,0,1
11:19,21.77,53.83,0,1
11:20,21.77,53.83,0,1
11:21,21.78,54,0,1
11:22,21.78,54,0,1
11:23,21.75,54,0,1
11:24,21.73,54,0,1
11:25,21.85,54,0,1
11:26,21.83,54,0,1
11:27,21.83,54.17,0,1
11:28,21.83,54.17,0,1
11:29,21.8,54,0,1
11:30,21.82,54.17,0,1
11:31,21.75,54.17,0,1
11:32,21.75,54.17,0,1
11:33,21.7,54,0,1
11:34,21.68,54,0,1
11:35,21.67,54.17,0,1
11:36,21.68,54.17,0,1
11:37,21.65,54,0,1
11:38,21.65,54.17,0,1
11:39,21.67,54.17,0,1
11:40,21.67,54.17,0,1
11:41,21.6,54.17,0,1
11:42,21.62,54.17,0,1
11:43,21.63,54.17,0,1
11:44,21.62,54.17,0,1
11:45,21.58,54.17,0,1
11:46,21.58,54.17,0,1
11:47,21.53,54.17,0,1
11:48,21.52,54.17,0,1
11:49,21.53,54.33,0,1
11:50,21.52,54.33,0,1
11:51,21.52,54.17,0,1
11:52,21.53,54.17,0,1
11:53,21.53,54.5,0,1
11:54,21.57,54.5,0,1
11:55,21.52,54.5,0,1
11:56,21.52,54.5,0,1
11:57,21.55,54.5,0,1
11:58,21.57,54.5,0,1
11:59,21.6,54.67,0,1
12:00,21.6,54.67,0,1
12:01,21.57,54.67,0,1
12:02,21.57,54.67,0,1
12:03,21.58,54.5,0,1
12:04,21.58,54.5,0,1
12:05,21.6,54.67,0,1
12:06,21.57,54.5,0,1
12:07,21.58,54.67,0,1
12:08,21.6,54.67,0,1
12:09,21.65,54.67,0,1
12:10,21.63,54.67,0,1
12:11,21.63,54.67,0,1
12:12,21.62,54.67,0,1
12:13,21.62,54.5,0,1
12:14,21.63,54.5,0,1
12:15,21.65,54.5,0,1
12:16,21.65,54.5,0,1
12:17,21.6,54.33,0,1
12:18,21.62,54.33,0,1
12:19,21.65,54.5,0,1
12:20,21.63,54.33,0,1
12:21,21.65,54.33,0,1
12:22,21.63,54.33,0,1
12:23,21.7,54.5,0,1
12:24,21.7,54.5,0,1
12:25,21.67,54.67,0,1
12:26,21.63,54.5,0,1
12:27,21.67,54.67,0,1
12:28,21.67,54.67,0,1
12:29,21.67,54.33,0,1
12:30,21.68,54.33,0,1
12:31,21.7,54.5,0,1
12:32,21.67,54.5,0,1
12:33,21.65,54.33,0,1
12:34,21.68,54.33,0,1
12:35,21.65,54.5,0,1
12:36,21.67,54.5,0,1
12:37,21.65,54.5,0,1
12:38,21.68,54.33,0,1
12:39,21.67,54.17,0,1
12:40,21.63,54,0,1
12:41,21.68,54.33,0,1
12:42,21.67,54.33,0,1
12:43,21.68,54.17,0,1
12:44,21.7,54.17,0,1
12:45,21.67,54.33,0,1
12:46,21.67,54.33,0,1
12:47,21.67,54.33,0,1
12:48,21.68,54.33,0,1
12:49,21.62,54.17,0,1
12:50,21.62,54.17,0,1
12:51,21.53,54.5,0,1
12:52,21.53,54.5,0,1
12:53,21.52,54.33,0,1
12:54,21.57,54.33,0,1
12:55,21.58,54.33,0,1
12:56,21.57,54.33,0,1
12:57,21.58,54,0,1
12:58,21.53,54,0,1
12:59,21.55,54,0,1
13:00,21.55,54,0,1
13:01,21.63,54,0,1
13:02,21.62,54,0,1
13:03,21.55,54.33,0,1
13:04,21.57,54.33,0,1
13:05,21.57,54.33,0,1
13:06,21.53,54.33,0,1
13:07,21.53,54.33,0,1
13:08,21.55,54.33,0,1
13:09,21.55,54.33,0,1
13:10,21.55,54.33,0,1
13:11,21.55,54.17,0,1
13:12,21.55,54.17,0,1
13:13,21.58,54.17,0,1
13:14,21.63,54.17,0,1
13:15,21.55,54.17,0,1
13:16,21.53,54.17,0,1
13:17,21.55,54.33,0,1
13:18,21.57,54.33,0,1
13:19,21.5,54.5,0,1
13:20,21.5,54.5,0,1
13:21,21.47,54.67,0,1
13:22,21.47,54.5,0,1
13:23,21.5,54.67,0,1
13:24,21.45,54.67,0,1
13:25,21.52,54.67,0,1
13:26,21.52,54.67,0,1
13:27,21.48,54.67,0,1
13:28,21.43,54.67,0,1
13:29,21.47,54.67,0,1
13:30,21.45,54.67,0,1
13:31,21.45,54.67,0,1
13:32,21.47,54.67,0,1
13:33,21.42,54.67,0,1
13:34,21.43,54.67,0,1
13:35,21.45,54.67,0,1
13:36,21.45,54.67,0,1
13:37,21.47,54.67,0,1
13:38,21.47,54.67,0,1
13:39,21.47,54.67,0,1
13:40,21.47,54.67,0,1
13:41,21.43,54.67,0,1
13:42,21.42,54.67,0,1
13:43,21.5,54.67,0,1
13:44,21.48,54.67,0,1
13:45,21.45,54.67,0,1
13:46,21.45,54.67,0,1
13:47,21.45,54.67,0,1
13:48,21.42,54.67,0,1
13:49,21.43,54.67,0,1
13:50,21.43,54.67,0,1
13:51,21.42,54.67,0,1
13:52,21.38,54.67,0,1
13:53,21.43,54.83,0,1
13:54,21.4,54.83,0,1
13:55,21.38,54.67,0,1
13:56,21.35,54.67,0,1
13:57,21.38,54.67,0,1
13:58,21.38,54.67,0,1
13:59,21.37,54.83,0,1
14:00,21.37,54.83,0,1
14:01,21.32,54.83,0,1
14:02,21.32,54.83,0,1
14:03,21.33,54.83,0,1
14:04,21.3,54.83,0,1
14:05,21.35,54.67,0,1
14:06,21.35,54.67,0,1
14:07,21.38,54.5,0,1
14:08,21.38,54.5,0,1
14:09,21.38,54.33,0,1
14:10,21.35,54.5,0,1
14:11,21.37,54.33,0,1
14:12,21.37,54.33,0,1
14:13,21.32,54.33,0,1
14:14,21.33,54.33,0,1
14:15,21.37,54.5,0,1
14:16,21.35,54.33,0,1
14:17,21.32,54.5,0,1
14:18,21.3,54.5,0,1
14:19,21.33,54.17,0,1
14:20,21.27,54.17,0,1
14:21,21.28,54.17,0,1
14:22,21.35,54.33,0,1
14:23,21.3,54.17,0,1
14:24,21.32,54.17,0,1
14:25,21.33,54.33,0,1
14:26,21.33,54.33,0,1
14:27,21.33,54.5,0,1
14:28,21.32,54.5,0,1
14:29,21.35,54.5,0,1
14:30,21.33,54.5,0,1
14:31,21.28,54.83,0,1
14:32,21.27,54.83,0,1
14:33,21.28,54.67,0,1
14:34,21.28,54.83,0,1
14:35,21.3,54.5,0,1
14:36,21.3,54.5,0,1
14:37,21.28,54.83,0,1
14:38,21.3,54.83,0,1
14:39,21.33,54.67,0,1
14:40,21.35,54.5,0,1
14:41,21.32,54.67,0,1
14:42,21.32,54.67,0,1
14:43,21.32,54.67,0,1
14:44,21.32,54.67,0,1
14:45,21.27,54.83,0,1
14:46,21.3,54.67,0,1
