Day,Date,Time,Temperature,Humidity,Gas Level
3,2023-12-14,4,21.63,54.08,19.930827086752124
3,2023-12-14,5,21.4,54.28,20.907767514383558
3,2023-12-14,6,21.21,54.41,20.22344972294204
3,2023-12-14,7,20.99,54.45,20.058903076203215
3,2023-12-14,8,20.54,54.27,20.485991103010967
3,2023-12-14,9,20.34,54.49,20.844119015443276
3,2023-12-14,10,20.25,55.25,22.176803391509807
3,2023-12-14,11,20.75,56.78,23.371204377855037
3,2023-12-14,12,21.76,57.35,21.506867845935172
3,2023-12-14,13,23.16,57.29,21.10913322075735
3,2023-12-14,14,24.38,56.29,23.555392967767173
3,2023-12-14,15,25.1,54.91,20.939398489540196
3,2023-12-14,16,23.9,48.64,21.767306447964458
3,2023-12-14,17,25.16,43.53,22.25498898248865
3,2023-12-14,18,25.29,41.29,20.16537122211404
3,2023-12-14,19,24.8,44.22,21.194675257442547
3,2023-12-14,20,24.07,48.2,22.578051661153495
3,2023-12-14,21,23.97,48.62,17.553246040353308
3,2023-12-14,22,23.59,50.27,19.01591086641256
3,2023-12-14,23,23.24,51.73,17.453078686177843
4,2023-12-15,0,23.22,56.17,18.96171883724107
4,2023-12-15,1,22.88,55.83,18.577513842887125
4,2023-12-15,2,22.53,55.49,19.86402140719513
4,2023-12-15,3,22.15,55.59,19.849154356459977
4,2023-12-15,4,22.02,55.49,18.866890342111002
4,2023-12-15,5,21.86,55.01,20.706820989991012
4,2023-12-15,6,21.69,54.12,20.760813561873192
4,2023-12-15,7,21.39,53.69,20.85443777382432
4,2023-12-15,8,21.11,53.5,20.256561574916482
4,2023-12-15,9,20.84,53.51,20.0632748763795
4,2023-12-15,10,20.52,54.26,23.745686098129617
4,2023-12-15,11,21.07,54.87,23.264098255272557
4,2023-12-15,12,22.12,53.82,22.05717705228287
4,2023-12-15,13,23.31,54.14,22.690616394753107
4,2023-12-15,14,24.38,56.29,21.09929652163358
4,2023-12-15,15,25.1,54.91,21.84375222315876
4,2023-12-15,16,25.65,53.35,22.968967334505745
4,2023-12-15,17,26.12,50.89,22.936636337753367
4,2023-12-15,18,25.95,49.95,22.676989675068043
4,2023-12-15,19,25.41,52.02,22.118262982081063
4,2023-12-15,20,24.69,54.38,22.499044794048153
4,2023-12-15,21,24.09,54.94,18.968110828963606
4,2023-12-15,22,23.75,55.62,18.463308292582052
4,2023-12-15,23,23.59,56.31,19.038586386722415
5,2023-12-16,0,23.22,56.17,19.258195547959723
5,2023-12-16,1,22.88,55.83,19.611098354643275
5,2023-12-16,2,22.53,55.49,19.87303217291803
5,2023-12-16,3,23.15,52.59,18.5295327210762
5,2023-12-16,4,22.62,53.93,18.619744041480697
5,2023-12-16,5,22.37,54.73,20.942232920197778
5,2023-12-16,6,22.13,54.81,20.469931263752006
5,2023-12-16,7,21.86,54.77,20.750984620354554
5,2023-12-16,8,21.42,55.28,20.543097507444095
5,2023-12-16,9,21.41,55.37,20.650480348222764
5,2023-12-16,10,21.24,55.37,23.24080386637904
5,2023-12-16,11,20.9,55.86,23.773051544082463
5,2023-12-16,12,20.69,55.99,22.879605584791754
5,2023-12-16,13,20.44,56.31,23.429386477628434
5,2023-12-16,14,20.35,56.69,22.37287591500378
5,2023-12-16,15,21.24,56.46,21.476624017612703
5,2023-12-16,16,23.23,53.67,20.492248856319407
5,2023-12-16,17,24.86,52.15,22.664887256740734
5,2023-12-16,18,25.44,48.62,21.36008402397025
5,2023-12-16,19,24.88,51.23,21.01534401033441
5,2023-12-16,20,25.09,50.74,20.16166250356136
5,2023-12-16,21,24.77,51.55,17.520810956987017
5,2023-12-16,22,23.75,55.62,18.768323770012753
5,2023-12-16,23,23.59,56.31,17.474431453465996
6,2023-12-17,0,22.76,60.63,18.69331352216781
6,2023-12-17,1,22.97,59.64,18.044070213901353
6,2023-12-17,2,22.7,59.26,19.99468735620558
6,2023-12-17,3,22.61,59.02,19.48027564644946
6,2023-12-17,4,22.43,58.74,18.246170063443124
6,2023-12-17,5,22.13,58.6,20.29796771595758
6,2023-12-17,6,21.99,58.49,20.73149771435021
6,2023-12-17,7,21.5,58.09,20.484440960459604
6,2023-12-17,8,21.78,58.13,20.866325579266473
6,2023-12-17,9,22.8,56.9,20.44763846497367
6,2023-12-17,10,24.41,54.65,21.904508663742313
6,2023-12-17,11,24.51,55.12,21.433675035329866
6,2023-12-17,12,25.13,53.84,22.563149980013215
6,2023-12-17,13,25.4,52.5,21.276950685609943
6,2023-12-17,14,25.68,49.3,21.37685448348277
6,2023-12-17,15,25.85,47.89,21.365700705369264
6,2023-12-17,16,25.8,51.12,20.405327160900878
6,2023-12-17,17,25.11,54.74,22.417408179950307
6,2023-12-17,18,25.28,54.87,20.964122332695386
6,2023-12-17,19,25.35,55.29,20.85732141101383
6,2023-12-17,20,24.92,56.66,20.909582291347544
6,2023-12-17,21,24.68,55.12,19.340667005434756
6,2023-12-17,22,24.25,53.31,17.877050166346557
6,2023-12-17,23,23.8,58.63,18.061929794428238
7,2023-12-18,0,22.49,60.84,19.293010148544482
7,2023-12-18,1,22.2,61.1,19.045668872146752
7,2023-12-18,2,21.93,61.04,18.30745929815265
7,2023-12-18,3,21.68,60.86,18.021045030926963
7,2023-12-18,4,21.34,60.51,18.5430893512236
7,2023-12-18,5,21.03,60.7,20.192561264034605
7,2023-12-18,6,21.06,60.55,20.704764600808687
7,2023-12-18,7,20.73,61.02,20.284312913559912
7,2023-12-18,8,21.0,62.19,20.59567073127897
7,2023-12-18,9,22.97,60.88,20.90094096829298
7,2023-12-18,10,24.8,57.54,23.871402750588246
7,2023-12-18,11,25.02,56.34,21.486296066805043
7,2023-12-18,12,25.68,49.83,23.715196430517874
7,2023-12-18,13,25.56,48.56,22.58674169738559
7,2023-12-18,14,26.0,45.88,21.0942866819155
7,2023-12-18,15,25.96,45.13,20.355982545809077
7,2023-12-18,16,22.64,59.48,21.96915210009044
7,2023-12-18,17,22.4,59.93,22.99506423024372
7,2023-12-18,18,22.19,60.3,20.1498314715345
7,2023-12-18,19,21.98,60.06,20.626626531848768
7,2023-12-18,20,21.76,59.88,22.519460513404155
7,2023-12-18,21,22.24,59.88,17.68060031087586
7,2023-12-18,22,23.53,59.04,18.792675641157956
7,2023-12-18,23,22.99,59.87,17.991848286651244
8,2023-12-19,0,22.64,59.32,18.589076524537624
8,2023-12-19,1,22.8,59.27,18.427552047350723
8,2023-12-19,2,22.6,60.8,19.758374318613026
8,2023-12-19,3,22.76,60.69,19.72591227807787
8,2023-12-19,4,22.87,58.84,18.249204115739683
8,2023-12-19,5,22.61,58.44,20.679612746541633
8,2023-12-19,6,22.31,59.2,20.18450345859723
8,2023-12-19,7,22.56,58.39,20.351508037841608
8,2023-12-19,8,22.26,58.2,20.422776345070748
8,2023-12-19,9,22.06,58.28,20.770192481860548
8,2023-12-19,10,21.87,58.83,23.473225780025768
8,2023-12-19,11,21.78,58.99,21.15116821154381
8,2023-12-19,12,21.67,59.4,23.595667207573403
8,2023-12-19,13,21.55,59.11,23.06864470407665
8,2023-12-19,14,21.44,59.25,23.467810697247657
8,2023-12-19,15,21.2,59.35,22.956658340540024
8,2023-12-19,16,23.23,56.21,22.803687898442078
8,2023-12-19,17,23.29,56.16,22.198138240552424
8,2023-12-19,18,23.19,56.57,21.449415547370748
8,2023-12-19,19,22.99,56.99,22.77969152438931
8,2023-12-19,20,22.91,57.13,20.24862708463938
8,2023-12-19,21,22.72,57.33,19.328612646832507
8,2023-12-19,22,22.45,58.32,18.534039123206878
8,2023-12-19,23,22.31,59.83,17.02175502091582
9,2023-12-13,0,21.9,53.14,18.04370514728329
9,2023-12-13,1,21.53,54.32,19.76212632976081
9,2023-12-13,2,21.1,54.32,19.4394006228629
9,2023-12-13,3,20.77,54.5,19.292073990717782
9,2023-12-13,4,20.57,54.95,19.307979710344462
9,2023-12-13,5,20.51,55.09,20.559560976156988
9,2023-12-13,6,20.28,55.3,20.3767705656124
9,2023-12-13,7,20.13,55.05,20.134662914691024
9,2023-12-13,8,19.8,55.61,20.23162597356632
9,2023-12-13,9,19.96,56.49,20.69675031826488
9,2023-12-13,10,20.94,54.69,21.938599725027913
9,2023-12-13,11,21.98,53.67,21.7384305225698
9,2023-12-13,12,22.5,54.18,23.882379948278572
9,2023-12-13,13,23.26,53.04,22.527604691222145
9,2023-12-13,14,23.89,51.58,21.478119226221487
9,2023-12-13,15,24.2,49.87,22.116488508871306
9,2023-12-13,16,25.62,38.75,21.685435918996497
9,2023-12-13,17,25.14,38.93,21.05622057580877
9,2023-12-13,18,24.09,44.39,20.671853530709228
9,2023-12-13,19,23.41,48.53,22.046465200596394
9,2023-12-13,20,23.24,48.48,21.46959942092875
9,2023-12-13,21,22.76,50.34,18.27007370359754
9,2023-12-13,22,22.34,51.8,19.289073287516743
9,2023-12-13,23,22.11,52.21,19.87727686773758
10,2023-12-21,0,22.64,59.32,18.07892985842353
10,2023-12-21,1,22.8,59.27,18.942606138383596
10,2023-12-21,2,22.6,60.8,19.65098538556902
10,2023-12-21,3,22.76,60.69,19.901029812141857
10,2023-12-21,4,22.87,58.84,19.803098447623917
10,2023-12-21,5,22.61,58.44,20.235618195645046
10,2023-12-21,6,22.31,59.2,20.493893589128653
10,2023-12-21,7,22.56,58.39,20.33603289337438
10,2023-12-21,8,22.26,58.2,20.480883937894703
10,2023-12-21,9,22.06,58.28,20.682537168826222
10,2023-12-21,10,21.87,58.83,21.943524030596713
10,2023-12-21,11,21.78,58.99,23.205388712471606
10,2023-12-21,12,21.67,59.4,21.78299015869696
10,2023-12-21,13,21.55,59.11,23.55599039583671
10,2023-12-21,14,21.44,59.25,21.973392714161648
10,2023-12-21,15,21.2,59.35,22.159346249284546
10,2023-12-21,16,23.23,56.21,21.952868208744192
10,2023-12-21,17,23.29,56.16,20.98270376165726
10,2023-12-21,18,23.19,56.57,20.313232350642394
10,2023-12-21,19,22.99,56.99,22.007813262121623
10,2023-12-21,20,22.91,57.13,22.258154970084263
10,2023-12-21,21,22.72,57.33,18.680273097358132
10,2023-12-21,22,22.45,58.32,18.60564473408339
10,2023-12-21,23,22.31,59.83,17.31695344020942
